step,total_loss,learning_rate,beats_features,whisper_features
105,4.16015625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
106,3.626953125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
107,3.646484375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
108,2.755859375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
109,3.748046875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
110,2.9765625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
111,3.708984375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
112,3.62890625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
113,3.814453125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
114,3.384765625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
115,3.90234375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
116,3.455078125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
117,3.615234375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
118,3.23828125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
119,3.568359375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
120,3.291015625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
121,3.208984375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
122,3.482421875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
123,3.568359375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
124,3.59375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
125,3.576171875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
126,3.88671875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
127,3.21484375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
128,3.849609375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
129,2.982421875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
130,3.986328125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
131,3.294921875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
132,4.046875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
133,4.05859375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
134,3.02734375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
135,3.533203125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
136,3.302734375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
137,3.087890625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
138,3.41796875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
139,3.107421875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
140,3.5546875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
141,3.25390625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
142,4.39453125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
143,3.318359375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
144,3.5390625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
145,2.974609375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
146,3.1171875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
147,3.408203125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
148,2.77734375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
149,3.56640625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
150,3.1015625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
151,2.740234375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
152,3.302734375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
153,2.955078125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
154,3.22265625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
155,3.39453125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
156,3.568359375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
157,3.384765625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
158,3.662109375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
159,3.994140625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
160,3.611328125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
161,3.025390625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
162,3.126953125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
163,3.33984375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
164,3.951171875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
165,3.572265625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
166,3.34765625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
167,3.0390625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
168,3.697265625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
169,3.236328125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
170,3.140625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
171,3.326171875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
172,4.37109375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
173,3.181640625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
174,3.091796875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
175,3.357421875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
176,3.51953125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
177,3.345703125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
178,3.95703125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
179,3.7734375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
180,4.15625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
181,4.06640625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
182,3.521484375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
183,3.544921875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
184,3.71484375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
185,3.060546875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
186,3.85546875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
187,3.728515625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
188,4.328125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
189,3.533203125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
190,3.916015625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
191,3.556640625,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
192,3.755859375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
193,4.12109375,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
194,3.408203125,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
195,3.294921875,0.01,"['/m/04rlf', '/m/09x0r', '/m/07yv9', '/m/0k4j', '/m/032s66']", you
