step,total_loss,likelihood_loss,frequency_loss,learning_rate
0,0.0,4.69921875,0.0,0.01
1,0.0,3.80859375,0.0,0.01
2,0.0,3.517578125,0.0,0.01
3,0.0,4.484375,0.0,0.01
4,0.0,3.681640625,0.0,0.01
5,0.0,4.046875,0.0,0.01
6,0.0,4.0859375,0.0,0.01
7,0.0,4.0546875,0.0,0.01
8,0.0,3.787109375,0.0,0.01
9,0.0,4.33203125,0.0,0.01
10,0.0,4.07421875,0.0,0.01
