step,total_loss,likelihood_loss,frequency_loss,learning_rate
0,3.962890625,3.962890625,0.0,0.001
1,3.275390625,3.275390625,0.0,0.001
2,3.021484375,3.021484375,0.0,0.001
3,3.16015625,3.16015625,0.0,0.001
4,3.169921875,3.169921875,0.0,0.001
5,2.978515625,2.978515625,0.0,0.001
6,3.322265625,3.322265625,0.0,0.001
7,2.763671875,2.763671875,0.0,0.001
8,3.138671875,3.138671875,0.0,0.001
9,3.400390625,3.400390625,0.0,0.001
10,3.10546875,3.10546875,0.0,0.001
11,2.9140625,2.9140625,0.0,0.001
12,3.123046875,3.123046875,0.0,0.001
13,3.0625,3.0625,0.0,0.001
14,2.85546875,2.85546875,0.0,0.001
15,2.48046875,2.48046875,0.0,0.001
16,2.6875,2.6875,0.0,0.001
17,2.833984375,2.833984375,0.0,0.001
18,3.115234375,3.115234375,0.0,0.001
19,2.400390625,2.400390625,0.0,0.001
20,3.322265625,3.322265625,0.0,0.001
21,2.63671875,2.63671875,0.0,0.001
22,2.783203125,2.783203125,0.0,0.001
23,3.23046875,3.23046875,0.0,0.001
24,2.875,2.875,0.0,0.001
25,2.853515625,2.853515625,0.0,0.001
26,2.958984375,2.958984375,0.0,0.001
27,2.966796875,2.966796875,0.0,0.001
28,2.857421875,2.857421875,0.0,0.001
29,2.619140625,2.619140625,0.0,0.001
30,3.5234375,3.5234375,0.0,0.001
31,3.322265625,3.322265625,0.0,0.001
32,3.091796875,3.091796875,0.0,0.001
33,2.341796875,2.341796875,0.0,0.001
34,3.0625,3.0625,0.0,0.001
35,2.662109375,2.662109375,0.0,0.001
36,3.193359375,3.193359375,0.0,0.001
37,2.833984375,2.833984375,0.0,0.001
38,2.609375,2.609375,0.0,0.001
39,2.2890625,2.2890625,0.0,0.001
40,2.61328125,2.61328125,0.0,0.001
41,2.54296875,2.54296875,0.0,0.001
42,2.392578125,2.392578125,0.0,0.001
43,2.8828125,2.8828125,0.0,0.001
44,2.3828125,2.3828125,0.0,0.001
45,2.736328125,2.736328125,0.0,0.001
46,2.396484375,2.396484375,0.0,0.001
47,2.681640625,2.681640625,0.0,0.001
48,2.53125,2.53125,0.0,0.001
49,3.52734375,3.52734375,0.0,0.001
50,2.87109375,2.87109375,0.0,0.001
51,2.673828125,2.673828125,0.0,0.001
52,3.08984375,3.08984375,0.0,0.001
53,2.53515625,2.53515625,0.0,0.001
54,2.55859375,2.55859375,0.0,0.001
55,2.46484375,2.46484375,0.0,0.001
56,2.291015625,2.291015625,0.0,0.001
57,2.556640625,2.556640625,0.0,0.001
58,2.544921875,2.544921875,0.0,0.001
59,2.6484375,2.6484375,0.0,0.001
60,2.51171875,2.51171875,0.0,0.001
61,2.65625,2.65625,0.0,0.001
62,2.4453125,2.4453125,0.0,0.001
63,2.625,2.625,0.0,0.001
64,3.0546875,3.0546875,0.0,0.001
65,2.4140625,2.4140625,0.0,0.001
66,3.23828125,3.23828125,0.0,0.001
67,2.666015625,2.666015625,0.0,0.001
68,2.78125,2.78125,0.0,0.001
69,2.7734375,2.7734375,0.0,0.001
70,2.642578125,2.642578125,0.0,0.001
71,2.359375,2.359375,0.0,0.001
72,2.22265625,2.22265625,0.0,0.001
73,2.408203125,2.408203125,0.0,0.001
74,2.669921875,2.669921875,0.0,0.001
75,3.091796875,3.091796875,0.0,0.001
76,2.587890625,2.587890625,0.0,0.001
77,2.533203125,2.533203125,0.0,0.001
78,2.671875,2.671875,0.0,0.001
79,2.548828125,2.548828125,0.0,0.001
80,2.80859375,2.80859375,0.0,0.001
81,2.4609375,2.4609375,0.0,0.001
82,2.75390625,2.75390625,0.0,0.001
83,3.228515625,3.228515625,0.0,0.001
84,2.833984375,2.833984375,0.0,0.001
85,2.69140625,2.69140625,0.0,0.001
86,2.8828125,2.8828125,0.0,0.001
87,2.662109375,2.662109375,0.0,0.001
88,2.76953125,2.76953125,0.0,0.001
89,2.712890625,2.712890625,0.0,0.001
90,2.431640625,2.431640625,0.0,0.001
91,2.478515625,2.478515625,0.0,0.001
92,2.837890625,2.837890625,0.0,0.001
93,2.666015625,2.666015625,0.0,0.001
94,2.4765625,2.4765625,0.0,0.001
95,2.322265625,2.322265625,0.0,0.001
96,2.2578125,2.2578125,0.0,0.001
97,2.630859375,2.630859375,0.0,0.001
98,2.341796875,2.341796875,0.0,0.001
99,2.486328125,2.486328125,0.0,0.001
100,2.671875,2.671875,0.0,0.001
101,2.462890625,2.462890625,0.0,0.001
102,2.587890625,2.587890625,0.0,0.001
103,2.5,2.5,0.0,0.001
104,2.3203125,2.3203125,0.0,0.001
105,2.447265625,2.447265625,0.0,0.001
106,2.818359375,2.818359375,0.0,0.001
107,2.47265625,2.47265625,0.0,0.001
108,2.912109375,2.912109375,0.0,0.001
109,2.578125,2.578125,0.0,0.001
110,2.6328125,2.6328125,0.0,0.001
111,2.9296875,2.9296875,0.0,0.001
112,2.39453125,2.39453125,0.0,0.001
113,2.970703125,2.970703125,0.0,0.001
114,2.4140625,2.4140625,0.0,0.001
115,2.533203125,2.533203125,0.0,0.001
116,2.1796875,2.1796875,0.0,0.001
117,2.494140625,2.494140625,0.0,0.001
118,2.552734375,2.552734375,0.0,0.001
119,2.5078125,2.5078125,0.0,0.001
120,2.599609375,2.599609375,0.0,0.001
121,2.11328125,2.11328125,0.0,0.001
122,1.974609375,1.974609375,0.0,0.001
123,2.23046875,2.23046875,0.0,0.001
124,2.314453125,2.314453125,0.0,0.001
125,2.43359375,2.43359375,0.0,0.001
126,2.525390625,2.525390625,0.0,0.001
127,2.291015625,2.291015625,0.0,0.001
128,2.23828125,2.23828125,0.0,0.001
129,2.615234375,2.615234375,0.0,0.001
130,2.349609375,2.349609375,0.0,0.001
131,2.109375,2.109375,0.0,0.001
132,2.294921875,2.294921875,0.0,0.001
133,2.583984375,2.583984375,0.0,0.001
134,2.333984375,2.333984375,0.0,0.001
135,2.416015625,2.416015625,0.0,0.001
136,2.30859375,2.30859375,0.0,0.001
137,2.87890625,2.87890625,0.0,0.001
138,2.28515625,2.28515625,0.0,0.001
139,2.49609375,2.49609375,0.0,0.001
140,2.908203125,2.908203125,0.0,0.001
141,2.416015625,2.416015625,0.0,0.001
142,2.45703125,2.45703125,0.0,0.001
143,2.02734375,2.02734375,0.0,0.001
144,2.1484375,2.1484375,0.0,0.001
145,2.326171875,2.326171875,0.0,0.001
146,2.16015625,2.16015625,0.0,0.001
147,2.6796875,2.6796875,0.0,0.001
148,2.669921875,2.669921875,0.0,0.001
149,2.33203125,2.33203125,0.0,0.001
